@RELATION norm_b

@ATTRIBUTE attribute_0 REAL
@ATTRIBUTE x0 REAL
@ATTRIBUTE x1 REAL
@ATTRIBUTE y {0,1}

@DATA
184,-1.5474363602879884,-0.18090372734693816,1
185,-0.3144088418030315,1.678138673438953,1
186,0.25817109811116595,0.9394443901332571,1
187,-0.3091171050397918,1.5367311918916227,1
188,0.7945713496423035,0.05420502921163551,1
189,-0.26459575839497257,-0.14140193270759813,0
190,-1.4172462609559389,0.6301476351573579,1
191,1.1426556673353028,-1.284189750729154,0
192,1.6029914634656428,-0.5997584228478097,0
193,0.13969260672888842,-1.2615508131996394,0
194,-0.736005802659879,1.1692838212202725,1
195,-0.5840188389756998,1.6251332708183912,1
196,1.4210489120544572,-1.1110611717950079,0
197,-1.2211952878441468,0.6476070084071286,1
198,-1.3244413218794722,0.7711966693496883,1
199,0.08596885866351157,-1.0721322955114085,0
